[2023-05-22 04:51:38.190 PM] : 	ToServer/AAAAAA - LOG,5,1684738298,test,7065,
[2023-05-22 04:51:38.489 PM] : 	{"id":1843298,"dateTimeUTC":"2023-05-22T06:51:38.305Z","timestampUTC":1684738298,"deviceId":"DDDDD","taskId":6,"logType":"test","logValue":6286,"logNote":""}
[2023-05-22 04:51:38.502 PM] : 	{"id":1843291,"dateTimeUTC":"2023-05-22T06:51:38.305Z","timestampUTC":1684738298,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":5066,"logNote":""}
[2023-05-22 04:51:38.503 PM] : 	{"id":1843293,"dateTimeUTC":"2023-05-22T06:51:38.252Z","timestampUTC":1684738298,"deviceId":"AAAAAA","taskId":4,"logType":"test","logValue":856,"logNote":""}
[2023-05-22 04:51:38.504 PM] : 	{"id":1843294,"dateTimeUTC":"2023-05-22T06:51:38.194Z","timestampUTC":1684738298,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":2268,"logNote":""}
[2023-05-22 04:51:38.504 PM] : 	{"id":1843292,"dateTimeUTC":"2023-05-22T06:51:38.194Z","timestampUTC":1684738298,"deviceId":"DDDDD","taskId":9,"logType":"test","logValue":9963,"logNote":""}
[2023-05-22 04:51:38.504 PM] : 	{"id":1843295,"dateTimeUTC":"2023-05-22T06:51:38.305Z","timestampUTC":1684738298,"deviceId":"BBBBBB","taskId":4,"logType":"test","logValue":4004,"logNote":""}
[2023-05-22 04:51:38.504 PM] : 	{"id":1843297,"dateTimeUTC":"2023-05-22T06:51:38.253Z","timestampUTC":1684738298,"deviceId":"DDDDD","taskId":2,"logType":"test","logValue":4260,"logNote":""}
[2023-05-22 04:51:38.504 PM] : 	{"id":1843296,"dateTimeUTC":"2023-05-22T06:51:38.254Z","timestampUTC":1684738298,"deviceId":"EEEEE","taskId":7,"logType":"test","logValue":4320,"logNote":""}
[2023-05-22 04:51:38.505 PM] : 	{"id":1843300,"dateTimeUTC":"2023-05-22T06:51:38.253Z","timestampUTC":1684738298,"deviceId":"CCCCC","taskId":3,"logType":"test","logValue":8374,"logNote":""}
[2023-05-22 04:51:38.506 PM] : 	{"id":1843299,"dateTimeUTC":"2023-05-22T06:51:38.194Z","timestampUTC":1684738298,"deviceId":"EEEEE","taskId":8,"logType":"test","logValue":3516,"logNote":""}
[2023-05-22 04:51:38.506 PM] : 	{"id":1843301,"dateTimeUTC":"2023-05-22T06:51:38.252Z","timestampUTC":1684738298,"deviceId":"BBBBBB","taskId":9,"logType":"test","logValue":7771,"logNote":""}
[2023-05-22 04:51:38.506 PM] : 	{"id":1843302,"dateTimeUTC":"2023-05-22T06:51:38.304Z","timestampUTC":1684738298,"deviceId":"AAAAAA","taskId":5,"logType":"test","logValue":9915,"logNote":""}
[2023-05-22 04:51:38.507 PM] : 	{"id":1843303,"dateTimeUTC":"2023-05-22T06:51:38.193Z","timestampUTC":1684738298,"deviceId":"BBBBBB","taskId":8,"logType":"test","logValue":2564,"logNote":""}
[2023-05-22 04:51:38.545 PM] : 	ToServer/AAAAAA - LOG,6,1684738298,test,3801,
[2023-05-22 04:51:38.545 PM] : 	ToServer/BBBBBB - LOG,8,1684738298,test,736,
[2023-05-22 04:51:38.546 PM] : 	ToServer/CCCCC - LOG,3,1684738298,test,3787,
[2023-05-22 04:51:38.546 PM] : 	ToServer/DDDDD - LOG,2,1684738298,test,533,
[2023-05-22 04:51:38.546 PM] : 	ToServer/EEEEE - LOG,8,1684738298,test,2803,
[2023-05-22 04:51:38.553 PM] : 	{"id":1843304,"dateTimeUTC":"2023-05-22T06:51:38.306Z","timestampUTC":1684738298,"deviceId":"EEEEE","taskId":1,"logType":"test","logValue":3788,"logNote":""}
[2023-05-22 04:51:38.565 PM] : 	{"id":1843306,"dateTimeUTC":"2023-05-22T06:51:38.356Z","timestampUTC":1684738298,"deviceId":"BBBBBB","taskId":7,"logType":"test","logValue":3470,"logNote":""}
[2023-05-22 04:51:38.565 PM] : 	{"id":1843307,"dateTimeUTC":"2023-05-22T06:51:38.357Z","timestampUTC":1684738298,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":5633,"logNote":""}
[2023-05-22 04:51:38.565 PM] : 	{"id":1843305,"dateTimeUTC":"2023-05-22T06:51:38.356Z","timestampUTC":1684738298,"deviceId":"AAAAAA","taskId":6,"logType":"test","logValue":7852,"logNote":""}
[2023-05-22 04:51:38.567 PM] : 	{"id":1843308,"dateTimeUTC":"2023-05-22T06:51:38.357Z","timestampUTC":1684738298,"deviceId":"EEEEE","taskId":3,"logType":"test","logValue":1439,"logNote":""}
[2023-05-22 04:51:38.567 PM] : 	{"id":1843310,"dateTimeUTC":"2023-05-22T06:51:38.419Z","timestampUTC":1684738298,"deviceId":"AAAAAA","taskId":2,"logType":"test","logValue":8153,"logNote":""}
[2023-05-22 04:51:38.567 PM] : 	{"id":1843311,"dateTimeUTC":"2023-05-22T06:51:38.420Z","timestampUTC":1684738298,"deviceId":"BBBBBB","taskId":3,"logType":"test","logValue":8589,"logNote":""}
[2023-05-22 04:51:38.567 PM] : 	{"id":1843309,"dateTimeUTC":"2023-05-22T06:51:38.357Z","timestampUTC":1684738298,"deviceId":"CCCCC","taskId":8,"logType":"test","logValue":223,"logNote":""}
[2023-05-22 04:51:38.569 PM] : 	{"id":1843312,"dateTimeUTC":"2023-05-22T06:51:38.420Z","timestampUTC":1684738298,"deviceId":"CCCCC","taskId":9,"logType":"test","logValue":2228,"logNote":""}
[2023-05-22 04:51:38.569 PM] : 	{"id":1843314,"dateTimeUTC":"2023-05-22T06:51:38.483Z","timestampUTC":1684738298,"deviceId":"AAAAAA","taskId":7,"logType":"test","logValue":7312,"logNote":""}
[2023-05-22 04:51:38.569 PM] : 	{"id":1843313,"dateTimeUTC":"2023-05-22T06:51:38.420Z","timestampUTC":1684738298,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":2104,"logNote":""}
[2023-05-22 04:51:38.570 PM] : 	{"id":1843316,"dateTimeUTC":"2023-05-22T06:51:38.420Z","timestampUTC":1684738298,"deviceId":"EEEEE","taskId":7,"logType":"test","logValue":8568,"logNote":""}
[2023-05-22 04:51:38.570 PM] : 	{"id":1843315,"dateTimeUTC":"2023-05-22T06:51:38.483Z","timestampUTC":1684738298,"deviceId":"BBBBBB","taskId":1,"logType":"test","logValue":4682,"logNote":""}
[2023-05-22 04:51:38.608 PM] : 	ToServer/AAAAAA - LOG,0,1684738298,test,1658,
[2023-05-22 04:51:38.608 PM] : 	ToServer/BBBBBB - LOG,2,1684738298,test,5737,
[2023-05-22 04:51:38.608 PM] : 	ToServer/CCCCC - LOG,2,1684738298,test,6822,
[2023-05-22 04:51:38.609 PM] : 	ToServer/DDDDD - LOG,5,1684738298,test,1606,
[2023-05-22 04:51:38.609 PM] : 	ToServer/EEEEE - LOG,7,1684738298,test,5646,
[2023-05-22 04:51:38.615 PM] : 	{"id":1843317,"dateTimeUTC":"2023-05-22T06:51:38.484Z","timestampUTC":1684738298,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":2000,"logNote":""}
[2023-05-22 04:51:38.628 PM] : 	{"id":1843318,"dateTimeUTC":"2023-05-22T06:51:38.484Z","timestampUTC":1684738298,"deviceId":"EEEEE","taskId":8,"logType":"test","logValue":6394,"logNote":""}
[2023-05-22 04:51:38.630 PM] : 	{"id":1843322,"dateTimeUTC":"2023-05-22T06:51:38.546Z","timestampUTC":1684738298,"deviceId":"BBBBBB","taskId":8,"logType":"test","logValue":736,"logNote":""}
[2023-05-22 04:51:38.631 PM] : 	{"id":1843324,"dateTimeUTC":"2023-05-22T06:51:38.546Z","timestampUTC":1684738298,"deviceId":"EEEEE","taskId":8,"logType":"test","logValue":2803,"logNote":""}
[2023-05-22 04:51:38.631 PM] : 	{"id":1843320,"dateTimeUTC":"2023-05-22T06:51:38.545Z","timestampUTC":1684738298,"deviceId":"AAAAAA","taskId":6,"logType":"test","logValue":3801,"logNote":""}
[2023-05-22 04:51:38.632 PM] : 	{"id":1843321,"dateTimeUTC":"2023-05-22T06:51:38.546Z","timestampUTC":1684738298,"deviceId":"CCCCC","taskId":3,"logType":"test","logValue":3787,"logNote":""}
[2023-05-22 04:51:38.632 PM] : 	{"id":1843323,"dateTimeUTC":"2023-05-22T06:51:38.546Z","timestampUTC":1684738298,"deviceId":"DDDDD","taskId":2,"logType":"test","logValue":533,"logNote":""}
[2023-05-22 04:51:38.632 PM] : 	{"id":1843319,"dateTimeUTC":"2023-05-22T06:51:38.484Z","timestampUTC":1684738298,"deviceId":"DDDDD","taskId":1,"logType":"test","logValue":5452,"logNote":""}
[2023-05-22 04:51:38.671 PM] : 	ToServer/AAAAAA - LOG,4,1684738298,test,1926,
[2023-05-22 04:51:38.672 PM] : 	ToServer/BBBBBB - LOG,1,1684738298,test,4357,
[2023-05-22 04:51:38.672 PM] : 	ToServer/CCCCC - LOG,7,1684738298,test,5036,
[2023-05-22 04:51:38.672 PM] : 	ToServer/DDDDD - LOG,1,1684738298,test,7192,
[2023-05-22 04:51:38.673 PM] : 	ToServer/EEEEE - LOG,3,1684738298,test,456,
[2023-05-22 04:51:38.673 PM] : 	{"id":1843325,"dateTimeUTC":"2023-05-22T06:51:38.609Z","timestampUTC":1684738298,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":1606,"logNote":""}
[2023-05-22 04:51:38.673 PM] : 	{"id":1843327,"dateTimeUTC":"2023-05-22T06:51:38.609Z","timestampUTC":1684738298,"deviceId":"EEEEE","taskId":7,"logType":"test","logValue":5646,"logNote":""}
[2023-05-22 04:51:38.674 PM] : 	{"id":1843328,"dateTimeUTC":"2023-05-22T06:51:38.608Z","timestampUTC":1684738298,"deviceId":"BBBBBB","taskId":2,"logType":"test","logValue":5737,"logNote":""}
[2023-05-22 04:51:38.674 PM] : 	{"id":1843326,"dateTimeUTC":"2023-05-22T06:51:38.608Z","timestampUTC":1684738298,"deviceId":"CCCCC","taskId":2,"logType":"test","logValue":6822,"logNote":""}
[2023-05-22 04:51:38.733 PM] : 	ToServer/AAAAAA - LOG,0,1684738298,test,2535,
[2023-05-22 04:51:38.733 PM] : 	ToServer/BBBBBB - LOG,9,1684738298,test,4560,
[2023-05-22 04:51:38.733 PM] : 	ToServer/CCCCC - LOG,1,1684738298,test,5727,
[2023-05-22 04:51:38.733 PM] : 	ToServer/DDDDD - LOG,9,1684738298,test,5312,
[2023-05-22 04:51:38.734 PM] : 	ToServer/EEEEE - LOG,1,1684738298,test,6403,
[2023-05-22 04:51:38.735 PM] : 	{"id":1843329,"dateTimeUTC":"2023-05-22T06:51:38.672Z","timestampUTC":1684738298,"deviceId":"AAAAAA","taskId":4,"logType":"test","logValue":1926,"logNote":""}
[2023-05-22 04:51:38.735 PM] : 	{"id":1843330,"dateTimeUTC":"2023-05-22T06:51:38.672Z","timestampUTC":1684738298,"deviceId":"DDDDD","taskId":1,"logType":"test","logValue":7192,"logNote":""}
[2023-05-22 04:51:38.735 PM] : 	{"id":1843332,"dateTimeUTC":"2023-05-22T06:51:38.673Z","timestampUTC":1684738298,"deviceId":"EEEEE","taskId":3,"logType":"test","logValue":456,"logNote":""}
[2023-05-22 04:51:38.737 PM] : 	{"id":1843331,"dateTimeUTC":"2023-05-22T06:51:38.672Z","timestampUTC":1684738298,"deviceId":"BBBBBB","taskId":1,"logType":"test","logValue":4357,"logNote":""}
[2023-05-22 04:51:38.738 PM] : 	{"id":1843333,"dateTimeUTC":"2023-05-22T06:51:38.672Z","timestampUTC":1684738298,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":5036,"logNote":""}
[2023-05-22 04:51:38.796 PM] : 	ToServer/AAAAAA - LOG,7,1684738298,test,2382,
[2023-05-22 04:51:38.797 PM] : 	ToServer/BBBBBB - LOG,4,1684738298,test,3566,
[2023-05-22 04:51:38.797 PM] : 	ToServer/CCCCC - LOG,3,1684738298,test,7864,
[2023-05-22 04:51:38.797 PM] : 	ToServer/DDDDD - LOG,3,1684738298,test,7580,
[2023-05-22 04:51:38.797 PM] : 	ToServer/EEEEE - LOG,6,1684738298,test,8505,
[2023-05-22 04:51:38.800 PM] : 	{"id":1843334,"dateTimeUTC":"2023-05-22T06:51:38.734Z","timestampUTC":1684738298,"deviceId":"DDDDD","taskId":9,"logType":"test","logValue":5312,"logNote":""}
[2023-05-22 04:51:38.801 PM] : 	{"id":1843335,"dateTimeUTC":"2023-05-22T06:51:38.733Z","timestampUTC":1684738298,"deviceId":"BBBBBB","taskId":9,"logType":"test","logValue":4560,"logNote":""}
[2023-05-22 04:51:38.801 PM] : 	{"id":1843336,"dateTimeUTC":"2023-05-22T06:51:38.733Z","timestampUTC":1684738298,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":5727,"logNote":""}
[2023-05-22 04:51:38.802 PM] : 	{"id":1843337,"dateTimeUTC":"2023-05-22T06:51:38.734Z","timestampUTC":1684738298,"deviceId":"EEEEE","taskId":1,"logType":"test","logValue":6403,"logNote":""}
[2023-05-22 04:51:38.861 PM] : 	ToServer/AAAAAA - LOG,3,1684738298,test,3617,
[2023-05-22 04:51:38.862 PM] : 	ToServer/BBBBBB - LOG,5,1684738298,test,4023,
[2023-05-22 04:51:38.862 PM] : 	ToServer/CCCCC - LOG,3,1684738298,test,7601,
[2023-05-22 04:51:38.862 PM] : 	ToServer/DDDDD - LOG,5,1684738298,test,625,
[2023-05-22 04:51:38.862 PM] : 	ToServer/EEEEE - LOG,8,1684738298,test,8816,
[2023-05-22 04:51:38.863 PM] : 	{"id":1843338,"dateTimeUTC":"2023-05-22T06:51:38.796Z","timestampUTC":1684738298,"deviceId":"AAAAAA","taskId":7,"logType":"test","logValue":2382,"logNote":""}
[2023-05-22 04:51:38.863 PM] : 	{"id":1843340,"dateTimeUTC":"2023-05-22T06:51:38.797Z","timestampUTC":1684738298,"deviceId":"DDDDD","taskId":3,"logType":"test","logValue":7580,"logNote":""}
[2023-05-22 04:51:38.863 PM] : 	{"id":1843342,"dateTimeUTC":"2023-05-22T06:51:38.797Z","timestampUTC":1684738298,"deviceId":"CCCCC","taskId":3,"logType":"test","logValue":7864,"logNote":""}
[2023-05-22 04:51:38.863 PM] : 	{"id":1843341,"dateTimeUTC":"2023-05-22T06:51:38.797Z","timestampUTC":1684738298,"deviceId":"EEEEE","taskId":6,"logType":"test","logValue":8505,"logNote":""}
[2023-05-22 04:51:38.863 PM] : 	{"id":1843339,"dateTimeUTC":"2023-05-22T06:51:38.797Z","timestampUTC":1684738298,"deviceId":"BBBBBB","taskId":4,"logType":"test","logValue":3566,"logNote":""}
[2023-05-22 04:51:38.920 PM] : 	ToServer/AAAAAA - LOG,2,1684738298,test,1690,
[2023-05-22 04:51:38.921 PM] : 	ToServer/BBBBBB - LOG,7,1684738298,test,2067,
[2023-05-22 04:51:38.921 PM] : 	ToServer/CCCCC - LOG,2,1684738298,test,8453,
[2023-05-22 04:51:38.921 PM] : 	ToServer/DDDDD - LOG,9,1684738298,test,9113,
[2023-05-22 04:51:38.921 PM] : 	ToServer/EEEEE - LOG,7,1684738298,test,4083,
[2023-05-22 04:51:38.925 PM] : 	{"id":1843343,"dateTimeUTC":"2023-05-22T06:51:38.861Z","timestampUTC":1684738298,"deviceId":"AAAAAA","taskId":3,"logType":"test","logValue":3617,"logNote":""}
[2023-05-22 04:51:38.929 PM] : 	{"id":1843344,"dateTimeUTC":"2023-05-22T06:51:38.862Z","timestampUTC":1684738298,"deviceId":"CCCCC","taskId":3,"logType":"test","logValue":7601,"logNote":""}
[2023-05-22 04:51:38.929 PM] : 	{"id":1843347,"dateTimeUTC":"2023-05-22T06:51:38.862Z","timestampUTC":1684738298,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":625,"logNote":""}
[2023-05-22 04:51:38.929 PM] : 	{"id":1843346,"dateTimeUTC":"2023-05-22T06:51:38.862Z","timestampUTC":1684738298,"deviceId":"EEEEE","taskId":8,"logType":"test","logValue":8816,"logNote":""}
[2023-05-22 04:51:38.929 PM] : 	{"id":1843345,"dateTimeUTC":"2023-05-22T06:51:38.862Z","timestampUTC":1684738298,"deviceId":"BBBBBB","taskId":5,"logType":"test","logValue":4023,"logNote":""}
[2023-05-22 04:51:38.984 PM] : 	ToServer/AAAAAA - LOG,7,1684738298,test,5073,
[2023-05-22 04:51:38.985 PM] : 	ToServer/BBBBBB - LOG,8,1684738298,test,6129,
[2023-05-22 04:51:38.985 PM] : 	ToServer/CCCCC - LOG,1,1684738298,test,1396,
[2023-05-22 04:51:38.985 PM] : 	ToServer/DDDDD - LOG,5,1684738298,test,7112,
[2023-05-22 04:51:38.985 PM] : 	ToServer/EEEEE - LOG,1,1684738298,test,6451,
[2023-05-22 04:51:38.985 PM] : 	{"id":1843348,"dateTimeUTC":"2023-05-22T06:51:38.920Z","timestampUTC":1684738298,"deviceId":"AAAAAA","taskId":2,"logType":"test","logValue":1690,"logNote":""}
[2023-05-22 04:51:38.986 PM] : 	{"id":1843349,"dateTimeUTC":"2023-05-22T06:51:38.921Z","timestampUTC":1684738298,"deviceId":"EEEEE","taskId":7,"logType":"test","logValue":4083,"logNote":""}
[2023-05-22 04:51:38.986 PM] : 	{"id":1843350,"dateTimeUTC":"2023-05-22T06:51:38.921Z","timestampUTC":1684738298,"deviceId":"BBBBBB","taskId":7,"logType":"test","logValue":2067,"logNote":""}
[2023-05-22 04:51:38.986 PM] : 	{"id":1843352,"dateTimeUTC":"2023-05-22T06:51:38.921Z","timestampUTC":1684738298,"deviceId":"DDDDD","taskId":9,"logType":"test","logValue":9113,"logNote":""}
[2023-05-22 04:51:38.986 PM] : 	{"id":1843351,"dateTimeUTC":"2023-05-22T06:51:38.921Z","timestampUTC":1684738298,"deviceId":"CCCCC","taskId":2,"logType":"test","logValue":8453,"logNote":""}
[2023-05-22 04:51:39.047 PM] : 	ToServer/AAAAAA - LOG,2,1684738299,test,5404,
[2023-05-22 04:51:39.048 PM] : 	ToServer/BBBBBB - LOG,9,1684738299,test,8999,
[2023-05-22 04:51:39.048 PM] : 	ToServer/CCCCC - LOG,3,1684738299,test,7074,
[2023-05-22 04:51:39.048 PM] : 	ToServer/DDDDD - LOG,9,1684738299,test,1133,
[2023-05-22 04:51:39.048 PM] : 	ToServer/EEEEE - LOG,9,1684738299,test,4907,
[2023-05-22 04:51:39.049 PM] : 	{"id":1843354,"dateTimeUTC":"2023-05-22T06:51:38.985Z","timestampUTC":1684738298,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":7112,"logNote":""}
[2023-05-22 04:51:39.049 PM] : 	{"id":1843355,"dateTimeUTC":"2023-05-22T06:51:38.985Z","timestampUTC":1684738298,"deviceId":"CCCCC","taskId":1,"logType":"test","logValue":1396,"logNote":""}
[2023-05-22 04:51:39.049 PM] : 	{"id":1843356,"dateTimeUTC":"2023-05-22T06:51:38.985Z","timestampUTC":1684738298,"deviceId":"BBBBBB","taskId":8,"logType":"test","logValue":6129,"logNote":""}
[2023-05-22 04:51:39.049 PM] : 	{"id":1843353,"dateTimeUTC":"2023-05-22T06:51:38.984Z","timestampUTC":1684738298,"deviceId":"AAAAAA","taskId":7,"logType":"test","logValue":5073,"logNote":""}
[2023-05-22 04:51:39.049 PM] : 	{"id":1843357,"dateTimeUTC":"2023-05-22T06:51:38.985Z","timestampUTC":1684738298,"deviceId":"EEEEE","taskId":1,"logType":"test","logValue":6451,"logNote":""}
[2023-05-22 04:51:39.110 PM] : 	ToServer/AAAAAA - LOG,6,1684738299,test,3777,
[2023-05-22 04:51:39.111 PM] : 	ToServer/BBBBBB - LOG,3,1684738299,test,375,
[2023-05-22 04:51:39.111 PM] : 	ToServer/CCCCC - LOG,7,1684738299,test,6860,
[2023-05-22 04:51:39.111 PM] : 	ToServer/DDDDD - LOG,0,1684738299,test,4314,
[2023-05-22 04:51:39.111 PM] : 	ToServer/EEEEE - LOG,1,1684738299,test,3275,
[2023-05-22 04:51:39.112 PM] : 	{"id":1843358,"dateTimeUTC":"2023-05-22T06:51:39.047Z","timestampUTC":1684738299,"deviceId":"AAAAAA","taskId":2,"logType":"test","logValue":5404,"logNote":""}
[2023-05-22 04:51:39.112 PM] : 	{"id":1843359,"dateTimeUTC":"2023-05-22T06:51:39.048Z","timestampUTC":1684738299,"deviceId":"EEEEE","taskId":9,"logType":"test","logValue":4907,"logNote":""}
[2023-05-22 04:51:39.112 PM] : 	{"id":1843360,"dateTimeUTC":"2023-05-22T06:51:39.048Z","timestampUTC":1684738299,"deviceId":"BBBBBB","taskId":9,"logType":"test","logValue":8999,"logNote":""}
[2023-05-22 04:51:39.112 PM] : 	{"id":1843361,"dateTimeUTC":"2023-05-22T06:51:39.048Z","timestampUTC":1684738299,"deviceId":"DDDDD","taskId":9,"logType":"test","logValue":1133,"logNote":""}
[2023-05-22 04:51:39.112 PM] : 	{"id":1843362,"dateTimeUTC":"2023-05-22T06:51:39.048Z","timestampUTC":1684738299,"deviceId":"CCCCC","taskId":3,"logType":"test","logValue":7074,"logNote":""}
[2023-05-22 04:51:39.174 PM] : 	ToServer/AAAAAA - LOG,1,1684738299,test,209,
[2023-05-22 04:51:39.175 PM] : 	ToServer/BBBBBB - LOG,5,1684738299,test,824,
[2023-05-22 04:51:39.175 PM] : 	ToServer/CCCCC - LOG,9,1684738299,test,8382,
[2023-05-22 04:51:39.175 PM] : 	ToServer/DDDDD - LOG,5,1684738299,test,6725,
[2023-05-22 04:51:39.175 PM] : 	ToServer/EEEEE - LOG,8,1684738299,test,9108,
[2023-05-22 04:51:39.176 PM] : 	{"id":1843363,"dateTimeUTC":"2023-05-22T06:51:39.111Z","timestampUTC":1684738299,"deviceId":"AAAAAA","taskId":6,"logType":"test","logValue":3777,"logNote":""}
[2023-05-22 04:51:39.176 PM] : 	{"id":1843364,"dateTimeUTC":"2023-05-22T06:51:39.111Z","timestampUTC":1684738299,"deviceId":"BBBBBB","taskId":3,"logType":"test","logValue":375,"logNote":""}
[2023-05-22 04:51:39.176 PM] : 	{"id":1843366,"dateTimeUTC":"2023-05-22T06:51:39.111Z","timestampUTC":1684738299,"deviceId":"CCCCC","taskId":7,"logType":"test","logValue":6860,"logNote":""}
[2023-05-22 04:51:39.176 PM] : 	{"id":1843365,"dateTimeUTC":"2023-05-22T06:51:39.111Z","timestampUTC":1684738299,"deviceId":"EEEEE","taskId":1,"logType":"test","logValue":3275,"logNote":""}
[2023-05-22 04:51:39.237 PM] : 	ToServer/AAAAAA - LOG,8,1684738299,test,5765,
[2023-05-22 04:51:39.238 PM] : 	ToServer/BBBBBB - LOG,0,1684738299,test,2962,
[2023-05-22 04:51:39.238 PM] : 	ToServer/CCCCC - LOG,4,1684738299,test,7915,
[2023-05-22 04:51:39.239 PM] : 	ToServer/DDDDD - LOG,3,1684738299,test,4325,
[2023-05-22 04:51:39.239 PM] : 	ToServer/EEEEE - LOG,4,1684738299,test,5544,
[2023-05-22 04:51:39.240 PM] : 	{"id":1843368,"dateTimeUTC":"2023-05-22T06:51:39.175Z","timestampUTC":1684738299,"deviceId":"BBBBBB","taskId":5,"logType":"test","logValue":824,"logNote":""}
[2023-05-22 04:51:39.240 PM] : 	{"id":1843370,"dateTimeUTC":"2023-05-22T06:51:39.175Z","timestampUTC":1684738299,"deviceId":"DDDDD","taskId":5,"logType":"test","logValue":6725,"logNote":""}
[2023-05-22 04:51:39.240 PM] : 	{"id":1843369,"dateTimeUTC":"2023-05-22T06:51:39.175Z","timestampUTC":1684738299,"deviceId":"CCCCC","taskId":9,"logType":"test","logValue":8382,"logNote":""}
[2023-05-22 04:51:39.240 PM] : 	{"id":1843371,"dateTimeUTC":"2023-05-22T06:51:39.175Z","timestampUTC":1684738299,"deviceId":"EEEEE","taskId":8,"logType":"test","logValue":9108,"logNote":""}
[2023-05-22 04:51:39.241 PM] : 	{"id":1843367,"dateTimeUTC":"2023-05-22T06:51:39.174Z","timestampUTC":1684738299,"deviceId":"AAAAAA","taskId":1,"logType":"test","logValue":209,"logNote":""}
[2023-05-22 04:51:39.300 PM] : 	ToServer/AAAAAA - LOG,6,1684738299,test,5309,
[2023-05-22 04:51:39.301 PM] : 	ToServer/BBBBBB - LOG,8,1684738299,test,6349,
[2023-05-22 04:51:39.301 PM] : 	ToServer/CCCCC - LOG,3,1684738299,test,2312,
[2023-05-22 04:51:39.301 PM] : 	ToServer/DDDDD - LOG,1,1684738299,test,5088,
[2023-05-22 04:51:39.302 PM] : 	ToServer/EEEEE - LOG,6,1684738299,test,3223,
